,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location,BASIC_COLOUR,BODY_TYPE,CC_RATING,MAKE,ORIGINAL_COUNTRY,VEHICLE_TYPE,VEHICLE_YEAR
197,GREY,TRAILER,HOME BUILT,2001,TRAILER,14/10/2021,SOUTHERN,BROWN,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1973
198,SILVER,TRAILER,IFOR WILLIAMS,2019,TRAILER - HEAVY,7/01/2022,NORTHLAND,BLUE,DOMESTIC TRAILER,0,TRAILER,UNITED KINGDOM,TRAILER/CARAVAN,2004
199,ORANGE,TRAILER,LOCAL,1977,TRAILER,25/10/2021,BAY OF PLENTY,CREAM,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1957
200,RED,TRIUMPH,SPEEDTRIPLE,2004,ROADBIKE,10/02/2022,CENTRAL,RED,MOTORCYCLE,955,TRIUMPH,UNITED KINGDOM,MOTORCYCLE,2004
201,GREY,TRAILER,DOLY,2019,TRAILER,29/11/2021,CENTRAL,GREY,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2019
202,GREY,TRAILER,SINGLE AXLE,2019,TRAILER,15/12/2021,CANTERBURY,BLUE,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1981
203,BLACK,SUZUKI,GN250,2005,ROADBIKE,2/04/2022,COUNTIES/MANUKAU,RED,MOTORCYCLE,249,SUZUKI,JAPAN,MOTORCYCLE,1992
204,WHITE,HONDA,XL250,1985,ROADBIKE,27/03/2022,WELLINGTON,SILVER,MOTORCYCLE,250,HONDA,JAPAN,MOTORCYCLE,1974
205,GREY,TRAILER,ROOFLINE,2019,TRAILER,14/02/2022,TASMAN,GREY,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2019
206,SILVER,TRAILER,T D ENGINEERING,2019,TRAILER,17/03/2022,CENTRAL,SILVER,FLAT-DECK TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2019
207,SILVER,TRAILER,TRADETESTED 7 X 4,2015,TRAILER,12/10/2021,WAITEMATA,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2016
208,SILVER,TRAILER,VULCAN,2015,TRAILER,1/11/2021,WAITEMATA,CREAM,CARAVAN,0,CARAVAN,NOT KNOWN,TRAILER/CARAVAN,1978
209,GREY,TRAILER,HOME MADE,2016,TRAILER,1/03/2022,WELLINGTON,SILVER,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1971
210,WHITE,ANGLO,CARAVAN,1976,CARAVAN,1/12/2021,WAITEMATA,GOLD,LIGHT VAN,1950,NISSAN,JAPAN,PASSENGER CAR/VAN,1985
211,SILVER,REID,TRAILER,2015,TRAILER - HEAVY,11/10/2021,WAITEMATA,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
212,SILVER,LOCHIEL,DOMESTIC TRAILER,2015,TRAILER,3/04/2022,SOUTHERN,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
213,SILVER,BRIFORD,TRAILER 8X4,2008,TRAILER,10/02/2022,WAITEMATA,GREY,DOMESTIC TRAILER,0,BRIFORD,NEW ZEALAND,TRAILER/CARAVAN,2000
214,BLUE,TRAILER,SLOAN,1985,TRAILER - HEAVY,22/02/2022,WAIKATO,BLUE,OTHER COMMERCIAL TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
215,SILVER,TITAN,7X4,2015,TRAILER,23/12/2021,COUNTIES/MANUKAU,GREEN,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1987
216,GREY,TRAILER,HOMEBUILT,2002,TRAILER,31/01/2022,CANTERBURY,RED,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1981
217,SILVER,TRAILER,DOMESTIC,2016,TRAILER,22/11/2021,NORTHLAND,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1982
218,BLACK,TRAILER,JETSKI,2000,BOAT TRAILER,25/12/2021,WAIKATO,SILVER,BOAT TRAILER,0,CUSTOMBUILT,OTHER,TRAILER/CARAVAN,1992
219,SILVER,TRAILER,TANDEM,2016,TRAILER,4/04/2022,CENTRAL,GREEN,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1977
220,WHITE,TRAILER,FURN,2016,TRAILER - HEAVY,17/01/2022,BAY OF PLENTY,YELLOW,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2003
221,SILVER,LOCHIEL,3X2 PLATFORM,2016,TRAILER,27/02/2022,SOUTHERN,SILVER,DOMESTIC TRAILER,0,LOCHIEL,NEW ZEALAND,TRAILER/CARAVAN,2014
222,SILVER,TRAILER,HOMEBUILT,2019,TRAILER,26/01/2022,CENTRAL,RED,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1981
223,SILVER,TRAILER,GORILLA,2019,TRAILER,25/01/2022,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2017
224,GREY,SUZUKI,UZ,2007,ROADBIKE,18/12/2021,AUCKLAND CITY,GREY,MOTORCYCLE,124,SUZUKI,TAIWAN,MOTORCYCLE,2008
225,GREY,HOMEBUILT,TRAILER,1990,TRAILER,10/02/2022,CANTERBURY,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
226,BLUE,CLASSIC,DIPLOMAT,1979,CARAVAN,28/01/2022,CENTRAL,GREEN,CARAVAN,0,CLASSIC,NOT KNOWN,TRAILER/CARAVAN,1984
227,SILVER,TRAILER,LOCAL,1976,TRAILER - HEAVY,22/01/2022,CENTRAL,CREAM,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1957
228,RED,HOMEBUILT,TRAILER,1987,TRAILER,5/03/2022,SOUTHERN,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
229,SILVER,TITAN,DOMESTIC TRAILER,2019,TRAILER,3/03/2022,WAITEMATA,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
230,SILVER,TRAILER,HOMEMADE,2019,TRAILER,6/12/2021,CENTRAL,GREEN,OTHER COMMERCIAL TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1993
231,BLUE,PIAGGIO,MOTORCYCLE,1998,MOPED,6/11/2021,AUCKLAND CITY,BLUE,MOTORCYCLE,650,BMW,GERMANY,MOTORCYCLE,1987
232,SILVER,SUZUKI,GSX250,2003,ROADBIKE,30/12/2021,BAY OF PLENTY,BLUE,MOTORCYCLE,250,SUZUKI,NOT KNOWN,MOTORCYCLE,1982
233,BLACK,SUZUKI,VL800,2009,ROADBIKE,31/03/2022,WAITEMATA,BLACK,MOTORCYCLE,800,SUZUKI,JAPAN,MOTORCYCLE,2006
234,GREY,TRAILER,DOMESTIC TRAILER,2002,TRAILER,29/12/2021,COUNTIES/MANUKAU,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
235,SILVER,BRIFORD,8X5 TANDEM,2019,TRAILER,9/01/2022,CANTERBURY,YELLOW,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1989
236,SILVER,TRAILER,KEA,2016,TRAILER,14/10/2021,AUCKLAND CITY,SILVER,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1987
237,SILVER,TRAILER,TANDEM,2019,TRAILER,16/02/2022,CANTERBURY,GREEN,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1977
238,BLACK,SUZUKI,VL800,2007,ROADBIKE,17/01/2022,WAITEMATA,BLACK,MOTORCYCLE,800,SUZUKI,JAPAN,MOTORCYCLE,2006
239,SILVER,HOMEBUILT,O'LEARY 1 AXLE,1977,TRAILER,2/03/2022,CENTRAL,SILVER,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1977
240,SILVER,TRAILER,DOMESTIC TRAILER,2001,TRAILER,13/01/2022,CENTRAL,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
241,SILVER,TRAILER,HOMEBUILT,2019,BOAT TRAILER,15/12/2021,AUCKLAND CITY,RED,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1981
242,SILVER,TRAILER,BOAT,2019,BOAT TRAILER,31/01/2022,NORTHLAND,SILVER,BOAT TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1965
243,BLACK,TRAILER,HOMEBUILT,2019,TRAILER,17/11/2021,CENTRAL,RED,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1981
244,SILVER,BUFFALO,8X5 TANDEM TRAILER,2019,TRAILER,18/10/2021,CANTERBURY,RED,OTHER COMMERCIAL TRAILER,0,BRIFORD,NEW ZEALAND,TRAILER/CARAVAN,1998
245,SILVER,TRAILER,BOAT,2019,BOAT TRAILER,4/03/2022,WAITEMATA,SILVER,BOAT TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1965
246,SILVER,TRAILER,M J SINGLE AXLE,2019,TRAILER,24/01/2022,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2017
247,BLACK,HOMEBUILT,DOMESTIC TRAILER,2019,TRAILER,6/01/2022,COUNTIES/MANUKAU,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
248,WHITE,TRAILER,HOMEBUILT,1940,TRAILER,26/11/2021,SOUTHERN,RED,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1981
249,SILVER,FACTORY BUILT,DOMESTIC TRAILER,2019,TRAILER,21/03/2022,WELLINGTON,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
250,SILVER,TRAILER,ROADCHIEF,2019,TRAILER - HEAVY,24/10/2021,BAY OF PLENTY,GREY,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2010
251,SILVER,TRAILER,K64SE,1997,TRAILER,4/11/2021,TASMAN,SILVER,DOMESTIC TRAILER,0,KEA,NEW ZEALAND,TRAILER/CARAVAN,1997
252,SILVER,TRAILER,O'LEARY,1997,TRAILER,4/04/2022,CENTRAL,GREEN,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1979
253,SILVER,TRAILER,LOCAL,2001,BOAT TRAILER,15/03/2022,NORTHLAND,CREAM,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1957
254,SILVER,TRAILER,CONCEPT,2017,TRAILER,28/10/2021,CENTRAL,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2017
255,SILVER,TITAN,DOMESTIC TRAILER,2019,TRAILER,25/03/2022,WELLINGTON,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
256,SILVER,HOMEBUILT,BOAT TRAILER,2019,BOAT TRAILER,29/10/2021,COUNTIES/MANUKAU,WHITE,BOAT TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1970
257,GREY,YAMAHA,YZF-R6T,2005,ROADBIKE,17/02/2022,WAITEMATA,RED,MOTORCYCLE,600,YAMAHA,JAPAN,MOTORCYCLE,2005
258,SILVER,FACTORY BUILT,TRAILUX TRAILER,2019,TRAILER,31/03/2022,WELLINGTON,SILVER,DOMESTIC TRAILER,0,FACTORY BUILT,NEW ZEALAND,TRAILER/CARAVAN,2014
259,SILVER,TRAILER,ELITE 8X4,2016,TRAILER,4/02/2022,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2009
260,SILVER,TRAILER,UTILITY,2016,TRAILER,22/03/2022,WAITEMATA,BLACK,UTILITY,3984,FORD,AUSTRALIA,GOODS VAN/TRUCK/UTILITY,1994
261,SILVER,TRAILER,GT TRAILER,2016,TRAILER - HEAVY,29/10/2021,CANTERBURY,BROWN,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1974
262,WHITE,VETERAN,710,2016,CARAVAN,28/03/2022,WAIKATO,YELLOW,MOBILE MACHINE,5900,CHAMPION,UNITED STATES,MOBILE MACHINE,1987
263,SILVER,TITAN,8X5 SINGLE,2016,TRAILER,23/03/2022,WAITEMATA,BLUE,DOMESTIC TRAILER,0,LOCHIEL,NEW ZEALAND,TRAILER/CARAVAN,2004
264,SILVER,HOMEBUILT,HOME BUILD,2016,TRAILER,7/12/2021,CANTERBURY,GREEN,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,1970
265,BLUE,HOMEBUILT,TRAILER,2004,TRAILER,20/03/2022,CANTERBURY,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
266,SILVER,TRAILER,COMPASS C85,2016,TRAILER,11/12/2021,WAIKATO,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2002
267,SILVER,BRIFORD,TRAILER,2016,TRAILER - HEAVY,7/12/2021,COUNTIES/MANUKAU,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
268,SILVER,BRIFORD,TRAILER,2016,TRAILER,14/01/2022,CANTERBURY,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
269,SILVER,TRAILER,GT TRAILER,2016,TRAILER - HEAVY,29/10/2021,AUCKLAND CITY,BROWN,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1974
270,WHITE,HOMEBUILT,TRAILER,1960,TRAILER,1/01/2022,CANTERBURY,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
271,GREY,TRAILER,MAINLINE TANKER,2013,TRAILER - HEAVY,8/11/2021,WAITEMATA,WHITE,OTHER COMMERCIAL TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2005
272,GREY,CUSTOMBUILT,TBS,2016,TRAILER - HEAVY,12/10/2021,WAITEMATA,GREY,OTHER COMMERCIAL TRAILER,0,CUSTOMBUILT,NEW ZEALAND,TRAILER/CARAVAN,2013
273,SILVER,TRAILER,GOUGH ENGINEERING,2016,TRAILER,25/03/2022,WAIKATO,BLUE,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2003
274,SILVER,BRIFORD,TRAILER,2016,TRAILER - HEAVY,8/11/2021,COUNTIES/MANUKAU,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
275,SILVER,TRAILER,COMPASS KH85T,2016,TRAILER,23/02/2022,COUNTIES/MANUKAU,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2016
276,GREY,BRIFORD,6X4,2016,TRAILER,1/12/2021,AUCKLAND CITY,GREEN,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1985
277,SILVER,TRAILER,ELITE 8X4,2016,TRAILER,30/01/2022,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2009
278,BLUE,MAZDA,LANTIS,1993,SALOON,14/02/2022,WAIKATO,SILVER,SALOON,1839,MAZDA,JAPAN,PASSENGER CAR/VAN,1994
279,SILVER,TRAILER,TUFF,2016,TRAILER,1/11/2021,WAITEMATA,SILVER,DOMESTIC TRAILER,0,TRAILER,CHINA,TRAILER/CARAVAN,2016
280,SILVER,BRIFORD,TRAILER,2016,TRAILER - HEAVY,15/11/2021,COUNTIES/MANUKAU,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
281,SILVER,BRIFORD,OTHER COMMERCIAL TRA,2016,TRAILER - HEAVY,8/03/2022,BAY OF PLENTY,BROWN,OTHER COMMERCIAL TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,1987
282,SILVER,BRIFORD,OTHER COMMERCIAL TRA,2016,TRAILER - HEAVY,17/01/2022,WAIKATO,BROWN,OTHER COMMERCIAL TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,1987
283,SILVER,TRAILER,AAA375 AAKRON,2016,BOAT TRAILER,29/01/2022,COUNTIES/MANUKAU,SILVER,BOAT TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2016
284,WHITE,CARAVAN,LUNA DELTA,2007,CARAVAN,24/03/2022,WELLINGTON,WHITE,CARAVAN,0,CARAVAN,UNITED KINGDOM,TRAILER/CARAVAN,2003
285,SILVER,TRAILER,VULCAN,2016,TRAILER,31/10/2021,WAITEMATA,CREAM,CARAVAN,0,CARAVAN,NOT KNOWN,TRAILER/CARAVAN,1978
286,SILVER,TRAILER,TUFF,2016,TRAILER,28/10/2021,BAY OF PLENTY,SILVER,DOMESTIC TRAILER,0,TRAILER,CHINA,TRAILER/CARAVAN,2016
287,GREY,CUSTOMBUILT,4,2016,BOAT TRAILER,22/10/2021,CANTERBURY,WHITE,CARAVAN,0,LITEWEIGHT,NOT KNOWN,TRAILER/CARAVAN,1980
288,BLUE,TRAILER,FLATDECK,2010,TRAILER - HEAVY,8/11/2021,CANTERBURY,GREEN,FLAT-DECK TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1980
289,SILVER,BRIFORD,TRAILER 8X4,2016,TRAILER,25/11/2021,COUNTIES/MANUKAU,GREY,DOMESTIC TRAILER,0,BRIFORD,NEW ZEALAND,TRAILER/CARAVAN,2000
290,BLUE,SUZUKI,GSX 750,2005,ROADBIKE,26/03/2022,COUNTIES/MANUKAU,BLACK,MOTORCYCLE,750,SUZUKI,JAPAN,MOTORCYCLE,1986
291,SILVER,BRIFORD,8X4,2019,TRAILER,16/02/2022,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1980
292,SILVER,VOYAGER,JII,1998,BOAT TRAILER,5/01/2022,BAY OF PLENTY,SILVER,BOAT TRAILER,0,VOYAGER,NEW ZEALAND,TRAILER/CARAVAN,1998
293,SILVER,TRAILER,HOSKING,2000,BOAT TRAILER,26/12/2021,AUCKLAND CITY,RED,BOAT TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
294,GREY,TRAILER,SPORTLINE 610 HT,2019,BOAT TRAILER,30/03/2022,WAIKATO,GREY,BOAT TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2019
295,RED,APRILIA,PEGASO,1998,ROADBIKE,5/04/2022,SOUTHERN,RED,MOTORCYCLE,652,APRILIA,ITALY,MOTORCYCLE,1997
296,BLUE,YAMAHA,CV50 JOG,2007,MOPED,26/10/2021,COUNTIES/MANUKAU,SILVER,MOTORCYCLE,49,YAMAHA,TAIWAN,MOPED,2005
297,GREEN,TRAILER,HANSA CHIPPER,2019,TRAILER,2/02/2022,WAIKATO,GREEN,OTHER COMMERCIAL TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1987
298,BLACK,SUZUKI,GSX600F,2007,ROADBIKE,2/03/2022,NORTHLAND,BLACK,MOTORCYCLE,600,SUZUKI,JAPAN,MOTORCYCLE,1991
299,SILVER,KEA,KEA MX4,2020,TRAILER,2/12/2021,WAITEMATA,SILVER,DOMESTIC TRAILER,0,KEA,NEW ZEALAND,TRAILER/CARAVAN,2011
300,GREY,BRIFORD,SINGLE AXLE,1985,TRAILER,5/02/2022,CANTERBURY,BLUE,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1981
301,ORANGE,SUZUKI,GSX,2008,ROADBIKE,13/03/2022,WAITEMATA,GREY,MOTORCYCLE,749,SUZUKI,JAPAN,MOTORCYCLE,1994
302,SILVER,TRAILER,AFC JETSKI,2020,BOAT TRAILER,15/11/2021,WELLINGTON,SILVER,BOAT TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2013
303,RED,DOMETT,RSKF1F27.9,1977,TRAILER,4/11/2021,COUNTIES/MANUKAU,RED,FLAT-DECK TRAILER,0,DOMETT,NOT KNOWN,TRAILER/CARAVAN,1977
304,SILVER,TRAILER,ASD JETSKI,2020,BOAT TRAILER,4/01/2022,WAITEMATA,SILVER,BOAT TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2009
305,WHITE,BAILEY,PEGEANT S7 LOIRE,2009,CARAVAN,19/12/2021,WAITEMATA,WHITE,CARAVAN,0,BAILEY,UNITED KINGDOM,TRAILER/CARAVAN,2009
306,GREY,TRAILER,JETSKI,2020,BOAT TRAILER,2/04/2022,NORTHLAND,SILVER,BOAT TRAILER,0,CUSTOMBUILT,OTHER,TRAILER/CARAVAN,1992
307,SILVER,TRAILER,JETSKI,2020,BOAT TRAILER,30/03/2022,WAIKATO,SILVER,BOAT TRAILER,0,CUSTOMBUILT,OTHER,TRAILER/CARAVAN,1992
308,SILVER,TRAILER,BRI-INN,2020,TRAILER,7/03/2022,CANTERBURY,GREEN,OTHER COMMERCIAL TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2001
309,GREY,HOMEBUILT,LOCAL,1989,TRAILER,22/03/2022,WAIKATO,CREAM,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1957
310,GREY,TRAILER,JEYSKI ACTION LAB,2019,BOAT TRAILER,20/01/2022,AUCKLAND CITY,GREY,BOAT TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2019
311,SILVER,CUSTOMBUILT,AUCKLAND,2020,BOAT TRAILER,8/10/2021,COUNTIES/MANUKAU,SILVER,BOAT TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
312,RED,HYOSUNG,GV,2006,ROADBIKE,1/03/2022,EASTERN,SILVER,MOTORCYCLE,249,HYOSUNG,SOUTH KOREA,MOTORCYCLE,2006
313,GREY,TRAILER,HOMEMADE,2020,BOAT TRAILER,10/01/2022,WAIKATO,GREEN,OTHER COMMERCIAL TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1993
314,SILVER,BRIFORD,OTHER COMMERCIAL TRA,2016,TRAILER - HEAVY,7/12/2021,AUCKLAND CITY,BROWN,OTHER COMMERCIAL TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,1987
315,WHITE,CARAVAN,CHEVRON 1300,1977,CARAVAN,26/02/2022,BAY OF PLENTY,ORANGE,CARAVAN,0,LITEWEIGHT,NOT KNOWN,TRAILER/CARAVAN,1978
316,GREY,TRAILER,HOMEMADE,1981,TRAILER,12/11/2021,CENTRAL,GREEN,OTHER COMMERCIAL TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1993
317,SILVER,TRAILER,DOMESTIC,2020,TRAILER,3/02/2022,WAITEMATA,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1982
318,SILVER,TRAILER,DOMESTIC TRAILER,2020,TRAILER,1/11/2021,CENTRAL,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
319,SILVER,TRAILER,ELITE 8X4,2020,TRAILER,14/12/2021,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2009
320,GREY,TRAILER,FUTURA,2020,TRAILER,13/01/2022,AUCKLAND CITY,BROWN,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1979
321,SILVER,TRAILER,DMW,2020,BOAT TRAILER,21/11/2021,WAITEMATA,SILVER,BOAT TRAILER,0,CUSTOMBUILT,NEW ZEALAND,TRAILER/CARAVAN,1987
322,SILVER,TRAILER,TUFF,2020,TRAILER,13/12/2021,CENTRAL,SILVER,DOMESTIC TRAILER,0,TRAILER,CHINA,TRAILER/CARAVAN,2016
323,WHITE,CRUSADER,560,2010,CARAVAN,30/11/2021,CANTERBURY,WHITE,CARAVAN,0,ZEPHYR,NOT KNOWN,TRAILER/CARAVAN,1976
324,RED,SUZUKI,GN125H,2008,ROADBIKE,20/01/2022,TASMAN,BLACK,MOTORCYCLE,124,SUZUKI,CHINA,MOTORCYCLE,2008
325,GREY,TRAILER,DOMESTIC TRAILER,1996,TRAILER,16/01/2022,EASTERN,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
326,SILVER,KEA,K85S,2020,TRAILER,2/04/2022,BAY OF PLENTY,SILVER,DOMESTIC TRAILER,0,KEA,NEW ZEALAND,TRAILER/CARAVAN,2001
327,BLACK,SUZUKI,GS,2005,ROADBIKE,6/03/2022,WAITEMATA,BLUE,MOTORCYCLE,1075,SUZUKI,JAPAN,MOTORCYCLE,1980
328,SILVER,TRAILER,DOMESTIC TRAILER,2012,TRAILER,19/10/2021,CENTRAL,GREY,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1986
329,GREY,TRAILER,8X5,2020,TRAILER,10/10/2021,TASMAN,BROWN,DOMESTIC TRAILER,0,PINTO,NEW ZEALAND,TRAILER/CARAVAN,1987
330,SILVER,PINTO,11X5,2012,TRAILER,20/12/2021,CANTERBURY,SILVER,DOMESTIC TRAILER,0,BRIFORD,NEW ZEALAND,TRAILER/CARAVAN,2005
331,SILVER,TRAILER,DOMESTIC,2016,TRAILER,30/03/2022,AUCKLAND CITY,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1982
332,SILVER,FACTORY BUILT,BRENT SMITH TRAILERS,2016,TRAILER,5/04/2022,WELLINGTON,SILVER,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1990
333,SILVER,TITAN,8X5,2016,TRAILER,19/10/2021,BAY OF PLENTY,BROWN,DOMESTIC TRAILER,0,PINTO,NEW ZEALAND,TRAILER/CARAVAN,1987
334,SILVER,BRIFORD,8X4,2016,TRAILER,8/11/2021,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1980
335,SILVER,HOMEBUILT,TRAILERWAY,2016,TRAILER,10/03/2022,COUNTIES/MANUKAU,SILVER,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,2016
336,SILVER,REID,TRAILER,2016,BOAT TRAILER,14/12/2021,WAITEMATA,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
337,WHITE,TOYOTA,REGIUS,2001,LIGHT VAN,29/10/2021,AUCKLAND CITY,RED,LIGHT VAN,2985,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1999
