,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location,BASIC_COLOUR,BODY_TYPE,CC_RATING,MAKE,ORIGINAL_COUNTRY,VEHICLE_TYPE,VEHICLE_YEAR
3509,RED,HOLDEN,COMMODORE,2003,SALOON,5/01/2022,CENTRAL,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
3510,SILVER,MAZDA,DEMIO,2010,HATCHBACK,2/04/2022,WAIKATO,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3511,WHITE,DAIHATSU,DELTA,1985,MOBILE HOME - LIGHT,8/01/2022,SOUTHERN,GREEN,OTHER TRUCK,2765,DAIHATSU,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
3512,RED,HONDA,CIVIC,1985,SALOON,27/02/2022,CANTERBURY,SILVER,HATCHBACK,1493,HONDA,JAPAN,PASSENGER CAR/VAN,1995
3513,SILVER,BMW,550I,2008,SALOON,24/03/2022,BAY OF PLENTY,GREY,SALOON,4799,BMW,GERMANY,PASSENGER CAR/VAN,2005
3514,RED,HOLDEN,CAPTIVA,2013,STATIONWAGON,6/03/2022,NORTHLAND,WHITE,STATION WAGON,1991,HOLDEN,SOUTH KOREA,PASSENGER CAR/VAN,2008
3515,SILVER,TOYOTA,SPACIO,1998,STATIONWAGON,9/01/2022,NORTHLAND,BLUE,SALOON,1580,TOYOTA,JAPAN,PASSENGER CAR/VAN,1997
3516,GREY,MITSUBISHI,OUTLANDER,2014,STATIONWAGON,26/11/2021,WELLINGTON,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
3517,BLACK,MAZDA,AXELA,2008,HATCHBACK,5/03/2022,WAITEMATA,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
3518,GREY,NISSAN,TIIDA,2006,HATCHBACK,31/03/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3519,WHITE,FORD,COURIER,2004,UTILITY,4/04/2022,BAY OF PLENTY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
3520,GREY,BMW,325I,2009,SALOON,2/12/2021,WAITEMATA,BLACK,SALOON,2494,BMW,GERMANY,PASSENGER CAR/VAN,1995
3521,RED,BMW,118I,2012,HATCHBACK,8/02/2022,AUCKLAND CITY,BLUE,SALOON,1995,BMW,GERMANY,PASSENGER CAR/VAN,2005
3522,WHITE,MITSUBISHI,CANTER,2002,OTHER TRUCK,17/12/2021,WAITEMATA,WHITE,FLAT-DECK TRUCK,2659,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3523,GREEN,FORD,COURIER,2004,UTILITY,20/03/2022,BAY OF PLENTY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
3524,WHITE,PEUGEOT,208,2021,HATCHBACK,5/04/2022,AUCKLAND CITY,WHITE,SELF PROPELLED CARAVAN,2400,MERCEDES-BENZ,NOT KNOWN,MOTOR CARAVAN,1983
3525,WHITE,TOYOTA,HILUX,2005,UTILITY,15/12/2021,AUCKLAND CITY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3526,SILVER,NISSAN,BLUEBIRD,2007,SALOON,5/03/2022,AUCKLAND CITY,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
3527,WHITE,TOYOTA,HIACE,2010,LIGHT VAN,22/11/2021,AUCKLAND CITY,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3528,BLUE,SUBARU,LEGACY,2008,STATIONWAGON,24/03/2022,NORTHLAND,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
3529,SILVER,HONDA,CRV,2006,STATIONWAGON,2/04/2022,BAY OF PLENTY,RED,LIGHT VAN,2000,HONDA,JAPAN,PASSENGER CAR/VAN,1997
3530,WHITE,NISSAN,SERENA,2006,STATIONWAGON,22/01/2022,COUNTIES/MANUKAU,GREEN,STATION WAGON,1998,NISSAN,JAPAN,PASSENGER CAR/VAN,1995
3531,RED,VOLKSWAGEN,GOLF,2010,HATCHBACK,20/02/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
3532,WHITE,MAZDA,ATENZA,2003,SALOON,2/02/2022,CENTRAL,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
3533,GREY,SUZUKI,SWIFT,2012,HATCHBACK,20/03/2022,EASTERN,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
3534,BLACK,FORD,RANGER,2019,UTILITY,26/01/2022,COUNTIES/MANUKAU,GREY,SELF PROPELLED CARAVAN,3830,HINO,JAPAN,MOTOR CARAVAN,1988
3535,BLUE,MAZDA,RX-8,2006,SPORTS CAR,7/01/2022,NORTHLAND,RED,SPORTS CAR,1300,MAZDA,JAPAN,PASSENGER CAR/VAN,2003
3536,BLUE,MAZDA,DEMIO,2005,HATCHBACK,7/01/2022,NORTHLAND,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3537,SILVER,BMW,323I,2006,SALOON,26/02/2022,WAITEMATA,GREY,SALOON,2316,BMW,OTHER,PASSENGER CAR/VAN,1984
3538,WHITE,NISSAN,BLUEBIRD,2006,SALOON,13/01/2022,WAIKATO,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
3539,SILVER,TOYOTA,VITZ,2008,HATCHBACK,27/01/2022,AUCKLAND CITY,WHITE,HATCHBACK,990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
3540,PURPLE,MAZDA,DEMIO,2006,HATCHBACK,14/12/2021,NORTHLAND,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3541,BLUE,FORD,LASER 1.6 GLXI 5D,1995,HATCHBACK,24/01/2022,BAY OF PLENTY,WHITE,HATCHBACK,1598,FORD,JAPAN,PASSENGER CAR/VAN,1995
3542,BLACK,NISSAN,SKYLINE,1996,SALOON,2/03/2022,CENTRAL,BLACK,SALOON,1998,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
3543,BLUE,SUBARU,LEGACY,2002,SALOON,2/01/2022,CANTERBURY,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
3544,WHITE,SUZUKI,SWIFT,2007,HATCHBACK,5/04/2022,COUNTIES/MANUKAU,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
3545,WHITE,NISSAN,NAVARA,2012,UTILITY,4/04/2022,COUNTIES/MANUKAU,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
3546,WHITE,TOYOTA,HILUX 4WD,1985,OTHER TRUCK,30/03/2022,TASMAN,WHITE,FLAT-DECK TRUCK,2000,TOYOTA,NOT KNOWN,GOODS VAN/TRUCK/UTILITY,1980
3547,SILVER,TOYOTA,HILUX,2001,UTILITY,28/02/2022,BAY OF PLENTY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3548,SILVER,NISSAN,LATIO,2012,SALOON,28/02/2022,AUCKLAND CITY,GOLD,SALOON,1498,NISSAN,JAPAN,PASSENGER CAR/VAN,2005
3549,WHITE,NISSAN,SUNNY,1998,SALOON,16/10/2021,COUNTIES/MANUKAU,YELLOW,SPORTS CAR,1171,DATSUN,JAPAN,PASSENGER CAR/VAN,1971
3550,BLUE,TOYOTA,AQUA,2014,HATCHBACK,21/01/2022,AUCKLAND CITY,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3551,SILVER,NISSAN,TIIDA,2010,HATCHBACK,11/02/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3552,RED,HONDA,INSPIRE,2006,SALOON,17/12/2021,COUNTIES/MANUKAU,GREY,SALOON,2450,HONDA,JAPAN,PASSENGER CAR/VAN,1995
3553,RED,HOLDEN,BARINA,2016,HATCHBACK,3/04/2022,EASTERN,WHITE,HATCHBACK,1400,HOLDEN,SPAIN,PASSENGER CAR/VAN,1995
3554,GREY,TOYOTA,RACTIS,2007,HATCHBACK,3/02/2022,COUNTIES/MANUKAU,GREY,STATION WAGON,1496,TOYOTA,JAPAN,PASSENGER CAR/VAN,2006
3555,BROWN,NISSAN,MARCH,2008,HATCHBACK,5/04/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1171,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
3556,SILVER,DAIHATSU,CHARADE,1998,HATCHBACK,31/01/2022,WELLINGTON,RED,HATCHBACK,993,DAIHATSU,JAPAN,PASSENGER CAR/VAN,1995
3557,GREEN,FORD,FALCON,2002,SALOON,6/01/2022,WELLINGTON,BLACK,SALOON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,1994
3558,BLACK,HOLDEN,VIVA,2006,STATIONWAGON,14/01/2022,CENTRAL,RED,SALOON,2300,VAUXHALL,UNITED KINGDOM,PASSENGER CAR/VAN,1969
3559,BLACK,MITSUBISHI,OUTLANDER,2007,STATIONWAGON,19/03/2022,COUNTIES/MANUKAU,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
3560,BLUE,BMW,320I,2009,SALOON,5/04/2022,AUCKLAND CITY,WHITE,SALOON,1990,BMW,SOUTH AFRICA,PASSENGER CAR/VAN,1986
3561,RED,MITSUBISHI,L300,1986,LIGHT VAN,23/11/2021,CANTERBURY,BLUE,HEAVY VAN,2477,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
3562,BLACK,FORD,FIESTA,2018,HATCHBACK,18/02/2022,COUNTIES/MANUKAU,WHITE,CARAVAN,0,FREEWAY,NOT KNOWN,TRAILER/CARAVAN,1968
3563,WHITE,MAZDA,BONGO,2014,FLAT DECK TRUCK,24/11/2021,AUCKLAND CITY,WHITE,FLAT-DECK TRUCK,1415,MAZDA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3564,WHITE,TOYOTA,HIACE,2014,LIGHT VAN,4/01/2022,COUNTIES/MANUKAU,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3565,SILVER,NISSAN,TIIDA,2005,HATCHBACK,16/12/2021,AUCKLAND CITY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3566,BLACK,MAZDA,TITAN,1997,OTHER TRUCK,4/04/2022,CANTERBURY,YELLOW,OTHER TRUCK,3455,MAZDA,JAPAN,GOODS VAN/TRUCK/UTILITY,1989
3567,BLUE,MAZDA,AXELA,2007,HATCHBACK,27/02/2022,CANTERBURY,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
3568,GREY,NISSAN,TIIDA,2008,SALOON,12/02/2022,WAITEMATA,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3569,BLACK,FORD,EXPLORER,2004,STATIONWAGON,9/01/2022,COUNTIES/MANUKAU,CREAM,CARAVAN,0,HOMEBUILT,NOT KNOWN,TRAILER/CARAVAN,1970
3570,SILVER,SUBARU,IMPREZA,1995,HATCHBACK,30/11/2021,WELLINGTON,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3571,WHITE,TOYOTA,AQUA,2014,HATCHBACK,24/03/2022,NORTHLAND,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3572,BLACK,TOYOTA,HILUX,2012,UTILITY,15/11/2021,NORTHLAND,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3573,SILVER,TOYOTA,CAMRY,2019,SALOON,26/12/2021,COUNTIES/MANUKAU,WHITE,STATION WAGON,2959,TOYOTA,JAPAN,PASSENGER CAR/VAN,1996
3574,RED,HOLDEN,COMMODORE,2005,SALOON,21/02/2022,CANTERBURY,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
3575,WHITE,TOYOTA,HILUX,1997,OTHER TRUCK,28/03/2022,NORTHLAND,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3576,BLUE,SUBARU,LEGACY,2004,STATIONWAGON,6/11/2021,WAITEMATA,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
3577,GREY,MAZDA,CX-5,2014,STATIONWAGON,1/01/2022,WAITEMATA,RED,STATION WAGON,1990,MAZDA,JAPAN,PASSENGER CAR/VAN,2012
3578,BLUE,TOYOTA,AQUA,2014,HATCHBACK,5/04/2022,WAITEMATA,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3579,WHITE,MAZDA,BOUNTY,2003,UTILITY,5/02/2022,WAIKATO,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
3580,WHITE,MAZDA,DEMIO,2007,HATCHBACK,28/03/2022,AUCKLAND CITY,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3581,SILVER,NISSAN,SKYLINE,2006,SALOON,17/10/2021,CANTERBURY,BLACK,SALOON,1998,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
3582,RED,MITSUBISHI,L300,2010,LIGHT VAN,23/02/2022,WAIKATO,BLUE,HEAVY VAN,2477,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
3583,BLACK,TOYOTA,CELICA,1996,SPORTS CAR,1/02/2022,WAITEMATA,BLUE,SPORTS CAR,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1994
3584,GREEN,TOYOTA,HILUX,1996,OTHER TRUCK,28/12/2021,NORTHLAND,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3585,WHITE,TOYOTA,HILUX,2002,UTILITY,17/11/2021,BAY OF PLENTY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3586,WHITE,TOYOTA,MARKX,2005,SALOON,16/03/2022,COUNTIES/MANUKAU,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3587,BLUE,MITSUBISHI,DELICA,1997,LIGHT VAN,4/04/2022,WELLINGTON,WHITE,FLAT-DECK TRUCK,1597,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3588,PURPLE,TOYOTA,VITZ,2010,HATCHBACK,10/03/2022,COUNTIES/MANUKAU,WHITE,HATCHBACK,990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
3589,BLUE,TOYOTA,AQUA,2012,HATCHBACK,20/11/2021,WAITEMATA,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3590,WHITE,FORD,RANGER,2015,UTILITY,25/03/2022,WAITEMATA,GREY,SELF PROPELLED CARAVAN,3830,HINO,JAPAN,MOTOR CARAVAN,1988
3591,SILVER,TOYOTA,PORTE,2006,HATCHBACK,24/02/2022,COUNTIES/MANUKAU,SILVER,HATCHBACK,1298,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3592,WHITE,MITSUBISHI,L200,1992,UTILITY,28/11/2021,WAITEMATA,RED,UTILITY,2972,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1993
3593,SILVER,NISSAN,SERENA,2006,STATIONWAGON,14/12/2021,COUNTIES/MANUKAU,GREEN,STATION WAGON,1998,NISSAN,JAPAN,PASSENGER CAR/VAN,1995
3594,BLUE,TOYOTA,MARKX,2005,SALOON,15/03/2022,WAIKATO,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3595,BLUE,MAZDA,DEMIO,2008,HATCHBACK,3/04/2022,AUCKLAND CITY,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3596,WHITE,TOYOTA,AQUA,2014,HATCHBACK,2/04/2022,COUNTIES/MANUKAU,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3597,WHITE,TOYOTA,HIACE,2019,LIGHT BUS,8/10/2021,AUCKLAND CITY,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3598,SILVER,NISSAN,BLUEBIRD,2008,SALOON,6/11/2021,AUCKLAND CITY,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
3599,GREY,MAZDA,AXELA,2008,STATIONWAGON,30/03/2022,CENTRAL,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
3600,WHITE,TOYOTA,RAV4,2004,STATIONWAGON,3/02/2022,AUCKLAND CITY,BLUE,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1996
3601,WHITE,TOYOTA,HIACE,2012,LIGHT VAN,18/10/2021,AUCKLAND CITY,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3602,SILVER,SUBARU,IMPREZA,2015,HATCHBACK,5/04/2022,AUCKLAND CITY,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3603,WHITE,FORD,N0915,1986,MOBILE HOME - LIGHT,12/11/2021,EASTERN,WHITE,FLAT-DECK TRUCK,6211,FORD,NOT KNOWN,GOODS VAN/TRUCK/UTILITY,1983
3604,BLUE,TOYOTA,HIACE,2008,LIGHT VAN,9/02/2022,WELLINGTON,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3605,WHITE,FORD,COURIER,2002,UTILITY,9/01/2022,SOUTHERN,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
3606,WHITE,HOLDEN,VX COMMODORE,2001,SALOON,1/11/2021,WAIKATO,BLUE,STATION WAGON,5665,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,2001
3607,BLUE,TOYOTA,FIELDER,2007,STATIONWAGON,5/04/2022,BAY OF PLENTY,RED,STATION WAGON,1790,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
3608,SILVER,NISSAN,TIIDA,2008,SALOON,3/04/2022,AUCKLAND CITY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3609,RED,MAZDA,DEMIO,2010,HATCHBACK,28/03/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3610,WHITE,TOYOTA,COROLLA,2019,HATCHBACK,22/03/2022,WELLINGTON,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
3611,WHITE,FORD,COURIER,1986,UTILITY,25/03/2022,WELLINGTON,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
3612,SILVER,TOYOTA,AQUA,2014,HATCHBACK,9/02/2022,BAY OF PLENTY,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3613,WHITE,TOYOTA,MARKX,2010,SALOON,21/02/2022,CANTERBURY,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3614,SILVER,MAZDA,ATENZA,2006,SALOON,11/11/2021,WAIKATO,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
3615,WHITE,TOYOTA,AQUA,2014,HATCHBACK,4/04/2022,AUCKLAND CITY,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3616,BLUE,MAZDA,DEMIO,2012,HATCHBACK,18/03/2022,SOUTHERN,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3617,BLACK,NISSAN,PRIMERA,1996,SALOON,3/03/2022,CANTERBURY,WHITE,SALOON,1838,NISSAN,JAPAN,PASSENGER CAR/VAN,1991
3618,SILVER,NISSAN,NAVARA,2008,UTILITY,28/01/2022,COUNTIES/MANUKAU,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
3619,BLUE,NISSAN,TIIDA,2004,HATCHBACK,10/10/2021,AUCKLAND CITY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3620,GREEN,MAZDA,CAPELLA,1997,SALOON,22/02/2022,CANTERBURY,SILVER,STATION WAGON,1997,MAZDA,JAPAN,PASSENGER CAR/VAN,1991
3621,BLACK,VOLKSWAGEN,GOLF,2010,HATCHBACK,18/03/2022,NORTHLAND,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
3622,WHITE,MAZDA,BOUNTY,2006,UTILITY,14/11/2021,COUNTIES/MANUKAU,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
3623,BLUE,TOYOTA,RAV4,2020,STATIONWAGON,15/10/2021,AUCKLAND CITY,BLUE,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1996
3624,SILVER,MAZDA,AXELA,2010,HATCHBACK,18/12/2021,CENTRAL,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
3625,BLUE,MAZDA,DEMIO,2006,HATCHBACK,6/12/2021,WELLINGTON,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3626,WHITE,MAZDA,MPV,2006,STATIONWAGON,30/03/2022,AUCKLAND CITY,GREY,UTILITY,1595,SUBARU,NOT KNOWN,GOODS VAN/TRUCK/UTILITY,1978
3627,SILVER,TOYOTA,AQUA,2015,HATCHBACK,13/03/2022,WAIKATO,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3628,SILVER,TOYOTA,AQUA,2014,HATCHBACK,3/04/2022,COUNTIES/MANUKAU,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3629,SILVER,TOYOTA,ISIS,2006,STATIONWAGON,6/02/2022,WAIKATO,GREY,SALOON,2639,MORRIS,UNITED KINGDOM,PASSENGER CAR/VAN,1957
3630,WHITE,MERCEDES-BENZ,CLS,2005,SALOON,13/03/2022,COUNTIES/MANUKAU,BLACK,SALOON,5439,MERCEDES-BENZ,GERMANY,PASSENGER CAR/VAN,2006
3631,SILVER,TOYOTA,AQUA,2015,HATCHBACK,3/04/2022,COUNTIES/MANUKAU,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3632,SILVER,MAZDA,BOUNTY,2003,UTILITY,24/01/2022,CENTRAL,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
3633,BLACK,HYUNDAI,SANTA FE,2009,STATIONWAGON,6/02/2022,CANTERBURY,SILVER,STATION WAGON,2656,HYUNDAI,SOUTH KOREA,PASSENGER CAR/VAN,2001
3634,WHITE,NISSAN,TERRANO,1996,STATIONWAGON,29/10/2021,CANTERBURY,BLUE,STATION WAGON,2663,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
3635,BLUE,NISSAN,TIIDA,2006,HATCHBACK,10/02/2022,CANTERBURY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3636,WHITE,FORD,TRANSIT,2020,LIGHT BUS,8/02/2022,AUCKLAND CITY,SILVER,SELF PROPELLED CARAVAN,3300,FORD,NEW ZEALAND,MOTOR CARAVAN,1975
3637,SILVER,NISSAN,PRIMERA,1997,STATIONWAGON,27/10/2021,COUNTIES/MANUKAU,WHITE,SALOON,1838,NISSAN,JAPAN,PASSENGER CAR/VAN,1991
3638,BLACK,SUBARU,LEGACY,1999,SALOON,5/12/2021,SOUTHERN,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
3639,WHITE,MAZDA,FAMILIA,1991,SALOON,11/01/2022,SOUTHERN,BLACK,SALOON,1830,MAZDA,JAPAN,PASSENGER CAR/VAN,1989
3640,SILVER,TOYOTA,AQUA,2014,HATCHBACK,2/04/2022,COUNTIES/MANUKAU,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3641,WHITE,TOYOTA,DYNA,1986,MOBILE HOME - LIGHT,15/12/2021,EASTERN,BROWN,MOTORCYCLE,1340,HARLEY DAVIDSON,UNITED STATES,MOTORCYCLE,1994
3642,BLACK,MAZDA,FAMILIA,1999,STATIONWAGON,2/02/2022,CENTRAL,BLACK,SALOON,1830,MAZDA,JAPAN,PASSENGER CAR/VAN,1989
3643,WHITE,TOYOTA,HILUX,1997,STATIONWAGON,26/12/2021,CANTERBURY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3644,GREY,HYUNDAI,SANTA FE,2012,STATIONWAGON,20/02/2022,WAITEMATA,SILVER,STATION WAGON,2656,HYUNDAI,SOUTH KOREA,PASSENGER CAR/VAN,2001
3645,WHITE,MAZDA,AXELA,2009,HATCHBACK,27/03/2022,BAY OF PLENTY,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
3646,BLUE,SUBARU,LEGACY,2008,SALOON,30/03/2022,WAITEMATA,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
3647,GOLD,ISUZU,WIZARD,1996,STATIONWAGON,18/03/2022,SOUTHERN,BLACK,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1980
3648,WHITE,TOYOTA,ESTIMA,2000,STATIONWAGON,19/02/2022,COUNTIES/MANUKAU,GREEN,STATION WAGON,2430,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
3649,SILVER,NISSAN,CARAVAN,2014,LIGHT VAN,10/02/2022,WAITEMATA,GOLD,LIGHT VAN,1950,NISSAN,JAPAN,PASSENGER CAR/VAN,1985
3650,GREY,MAZDA,DEMIO,2013,HATCHBACK,4/04/2022,AUCKLAND CITY,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3651,WHITE,MERCEDES-BENZ,CLA180,2014,SALOON,1/04/2022,COUNTIES/MANUKAU,SILVER,SALOON,1590,MERCEDES-BENZ,GERMANY,PASSENGER CAR/VAN,2013
3652,BLUE,BMW,525I,2007,SALOON,15/03/2022,COUNTIES/MANUKAU,RED,SALOON,2494,BMW,GERMANY,PASSENGER CAR/VAN,1996
3653,BLACK,VOLVO,S40,2009,SALOON,8/03/2022,NORTHLAND,GREEN,LIGHT VAN,550,DAIHATSU,NOT KNOWN,GOODS VAN/TRUCK/UTILITY,1978
3654,GOLD,TOYOTA,STARLET,1990,HATCHBACK,17/03/2022,SOUTHERN,SILVER,HATCHBACK,1295,TOYOTA,JAPAN,PASSENGER CAR/VAN,1996
3655,GREY,BMW,320I,2010,SALOON,4/04/2022,AUCKLAND CITY,WHITE,SALOON,1990,BMW,SOUTH AFRICA,PASSENGER CAR/VAN,1986
3656,BLACK,NISSAN,X-TRAIL,2006,STATIONWAGON,13/01/2022,BAY OF PLENTY,RED,STATION WAGON,2487,NISSAN,JAPAN,PASSENGER CAR/VAN,2001
